   11.49539      -70.15900    
   12.27911      -70.18900    
   11.62952      -70.13300    
   11.53046      -70.16400    
   11.95301      -70.06000    
   12.19048      -70.17500    
   11.74020      -70.13300    
   11.63000      -70.16500    
   11.55511      -70.15700    
   11.54918      -70.09600    
   11.59066      -70.01500    
   11.50463      -70.19300    
   11.38069      -70.13400    
   11.62170      -70.16500    
   12.20233      -70.20200    
   11.90230      -70.17500    
   11.63403      -70.09200    
   11.89969      -70.07600    
   11.80632      -70.13200    
   11.64919      -70.12800    
   11.58568      -70.16100    
   12.32177      -70.20600    
   12.25162      -70.12700    
   12.69029      -70.11500    
   12.35708      -70.39600    
   11.67100      -70.09900    
   11.73380      -70.24000    
   11.50202      -70.09500    
   11.87410      -70.20000    
   11.63948      -70.14300    
   11.93690      -70.17100    
   12.20114      -70.23500    
   11.84495      -70.30200    
   12.55805      -70.14900    
   11.49231      -70.09100    
   11.53781      -70.13200    
   11.93832      -70.26700    
   12.03193      -70.26700    
   12.19285      -70.08600    
   11.63782      -70.19100    
   11.71531      -70.16500    
   11.85182      -70.14800    
   11.74802      -70.06200    
   12.38884      -70.17100    
   12.15019      -70.31200    
   12.08502      -70.36200    
   11.71152      -70.09400    
   11.72598      -70.08800    
   11.74612      -70.13400    
   11.76011      -70.16100    
   11.67692      -70.21300    
   11.72266      -70.09800    
   11.73830      -70.20500    
   12.01842      -70.12800    
   11.69944      -70.13800    
   11.82954      -70.14900    
   11.60346      -70.06500    
   11.93287      -70.20200    
   11.82741      -70.20900    
   12.10611      -70.32200    
   11.90822      -70.16600    
   12.04900      -70.17800    
   11.88500      -70.02100    
   11.96155      -70.17100    
   11.55416      -70.06000    
   11.77030      -70.30800    
   12.20944      -70.07000    
   11.68901      -70.11600    
   11.49942      -70.05000    
   12.59431      -70.10300    
   11.88097      -70.16200    
   11.80158      -70.20100    
   11.70441      -70.15800    
   11.51482      -70.18500    
   11.78854      -70.18000    
   12.19806      -70.22700    
   11.80845      -70.07000    
   11.83594      -70.17700    
   11.64327      -70.15800    
   11.94330      -70.13600    
   12.13360      -70.24400    
   11.94093      -70.20300    
   12.13265      -70.22400    
   11.69185      -70.15200    
   11.90846      -70.11000    
   11.44562      -70.05400    
   12.03312      -70.14500    
   11.70228      -70.03400    
   11.83239      -70.12300    
   11.84329      -70.17800    
   12.46515      -70.16800    
   11.39917      -70.03200    
   11.98335      -70.30400    
   12.04260      -70.13600    
   11.54184      -70.09100    
   12.08834      -70.24300    
   11.59018      -70.16800    
   11.70655      -70.07300    
   12.04757      -70.25100    
   11.62692      -70.20700    
