   11.49539      -70.15900    
   12.17910      -70.09400    
   11.63000      -70.07500    
   12.01463      -70.25200    
   12.22626      -70.31800    
   11.95941      -70.20500    
   11.98596      -70.18000    
   12.20162      -70.10700    
   11.86225      -70.21000    
   11.81793      -70.24300    
   12.27911      -70.18900    
   11.73901      -70.22300    
   11.49894      -70.17600    
   11.94211      -70.13700    
   11.56791      -70.07300    
   11.80205      -70.09400    
   11.66199      -70.13700    
   11.86154      -70.12900    
   12.21678      -70.16800    
   11.74660      -70.11400    
   11.62952      -70.13300    
   12.05492      -70.17700    
   11.71674      -70.10500    
   11.56032      -70.21300    
   12.03406      -70.12100    
   11.74423      -70.21000    
   11.92505      -70.27500    
   11.61649      -70.16000    
   11.46387      -70.19200    
   11.47453      -70.16100    
   11.53046      -70.16400    
   11.71034      -70.18700    
   11.76958      -70.07400    
   12.22413      -70.19500    
   11.52572      -70.07100    
   11.53994      -70.12000    
   11.65133      -70.25800    
   11.40960      -70.05700    
   11.54160      -70.13600    
   12.04070      -70.20300    
   11.95301      -70.06000    
   11.51221      -70.12200    
   11.68640      -70.20800    
   12.12957      -70.23700    
   11.74683      -70.25600    
   11.53497      -70.18400    
   11.26551      -70.07700    
   11.38282      -70.09900    
   11.24513      -70.10000    
   11.86272      -70.02300    
   12.19048      -70.17500    
   11.41505      -70.11400    
   11.69398      -70.12900    
   11.94330      -70.33500    
   11.54421      -70.17500    
   11.71697      -70.21600    
   11.61033      -70.14200    
   11.49231      -70.15700    
   11.44278      -70.08500    
   11.44444      -70.12000    
   11.74020      -70.13300    
   11.35296      -70.12000    
   11.46174      -70.11800    
   11.56009      -70.08100    
   11.61080      -70.15000    
   11.42240      -70.07700    
   11.46861      -70.22600    
   12.04497      -70.16800    
   11.80513      -70.09700    
   11.56743      -70.04400    
   11.63000      -70.16500    
   12.02174      -70.16000    
   11.78475      -70.21400    
   11.98335      -70.28200    
   11.77527      -70.05300    
   11.78878      -70.05100    
   11.90822      -70.14300    
   11.59445      -70.13000    
   11.75134      -70.15700    
   11.63237      -70.16200    
   11.55511      -70.15700    
   11.57146      -70.03800    
   11.80655      -70.21200    
   11.57620      -70.06900    
   11.51624      -70.10400    
   12.11180      -70.09400    
   11.76058      -70.13000    
   11.85680      -70.17700    
   11.66199      -70.13900    
   11.58213      -70.10500    
   11.54918      -70.09600    
   11.76674      -70.11400    
   11.82030      -70.31600    
   11.73024      -70.13500    
   11.59066      -70.04900    
   11.69090      -70.21300    
   11.64991      -70.20700    
